0,15
0,22
0,29
0,32
0,39
0,43
0,44
0,45
0,46
0,53
0,60
0,67
0,73
0,74
0,79
0,8
0,81
0,87
2,12
2,13
2,15
2,17
2,20
2,23
2,25
2,35
2,38
2,40
2,42
2,44
2,47
2,49
2,58
2,61
2,63
2,65
2,67
2,69
2,71
2,74
2,75
2,76
2,82
2,83
2,85
2,87
5,11
5,21
5,24
5,30
5,35
5,37
5,48
5,54
5,59
5,7
5,72
5,91
5,93
8,45
8,70
9,22
9,27
9,38
9,46
9,51
9,63
9,73
10,20
10,22
10,27
10,34
10,46
10,51
10,58
10,71
11,17
11,20
11,22
11,27
11,34
11,46
11,5
11,51
11,58
11,71
11,77
11,87
11,90
12,27
12,45
12,51
12,70
12,8
15,11
15,21
15,30
15,35
15,37
15,45
15,54
15,59
15,70
15,72
15,91
15,93
15,101
17,13
17,14
17,15
17,61
17,83
17,84
17,85
18,17
18,28
18,29
18,31
18,32
18,52
18,53
18,55
18,56
18,87
25,13
25,15
25,22
25,24
25,27
25,29
25,32
25,34
25,35
25,37
25,39
25,43
25,45
25,47
25,48
25,50
25,52
25,54
25,57
25,60
25,62
25,64
25,66
25,68
25,70
25,72
25,74
25,84
28,18
28,23
28,28
28,32
28,57
28,59
28,79
28,8
28,84
28,88
28,91
28,95
28,101
32,21
32,26
32,76
33,21
33,26
33,31
33,56
33,76
33,83
34,17
34,21
34,26
34,31
34,39
34,52
34,56
34,60
34,67
34,68
34,75
34,76
34,83
34,86
34,89
34,9
35,5
35,76
38,18
38,32
38,57
38,59
38,67
38,75
38,79
38,8
38,84
40,35
40,36
40,37
40,43
40,45
40,48
40,49
40,50
41,39
41,77
41,78
41,80
41,81
48,11
48,18
48,22
48,23
48,24
48,25
48,27
48,29
48,30
48,33
48,34
48,47
48,48
48,52
48,55
48,56
48,58
48,60
48,68
48,69
48,70
48,77
48,79
48,81
48,83
48,93
48,95
48,101
49,49
51,30
51,34
51,52
51,54
51,6
51,64
51,78
51,8
51,82
51,88
54,27
55,27
55,30
55,34
55,67
55,76
56,28
56,32
56,51
56,76
57,27
57,36
57,5
57,51
57,60
57,63
57,71
57,76
57,89
58,85
60,0
60,101
61,0
61,101
61,29
61,33
61,52
61,54
61,6
61,64
61,8
61,88
62,0
62,101
63,11
63,22
63,23
63,24
63,25
63,56
63,57
63,58
64,18
64,46
64,49
64,60
71,25
71,39
71,40
71,42
71,44
71,46
71,49
71,51
71,54
71,56
71,58
71,60
71,62
71,64
71,67
71,9
74,30
74,33
74,37
74,49
74,51
74,55
74,59
74,6
74,63
74,67
74,71
74,79
74,87
74,95
77,75
77,81
77,89
78,53
78,68
78,75
78,81
78,89
79,48
79,53
79,68
79,75
79,81
79,89
80,15
80,28
80,31
80,44
80,48
80,5
80,53
80,68
80,75
80,82
80,90
81,68
81,75
81,92
84,49
84,51
84,6
84,71
84,95
86,40
86,41
86,42
86,9
87,25
87,69
87,70
87,72
87,73
87,76
87,77
87,79
87,80
87,81
87,84
87,85
87,87
87,88
87,89
94,16
94,17
94,41
94,42
94,48
94,49
94,55
94,56
94,60
94,62
94,64
94,66
94,68
94,70
94,96
94,97
95,18
95,98
97,101
97,61
97,65
97,69
97,75
97,81
99,101
101,59
101,72
101,101
102,59
102,72
103,20
103,5
103,59
103,72
103,85
103,101
104,72
105,101
107,75
107,81
107,101
108,0
108,101
109,41
109,49
109,55
110,15
110,18
110,40
110,48
110,56
110,73
110,75
110,76
110,77
110,79
110,81
110,82
110,83
110,95
110,98
122,90
122,73
122,45
122,28
122,17
122,87
122,59
122,10
